airport_name;airport_code;country_code;city_code;lat;lon;
Ralph Wien Memorial Airport;OTZ;US;OTZ;66.888.054;-16.260.583;
Hewanorra Airport;UVF;LC;SLU;13.735.556;-6.095.222;
Arauca Airport;AUC;CO;AUC;7.071.667;-707.425;
Dalian Zhoushuizi International Airport;DLC;CN;DLC;3.896.102;12.153.999;
Yuri Gagarin Airport;MSZ;AO;MSZ;-15.208.611;12.160.833;
La Crosse Regional Airport;LSE;US;LSE;43.875.244;-91.264.336;
Benedum Airport;CKB;US;CKB;39.295.555;-8.022.945;
Oslo Airport Gardermoen;OSL;NO;OSL;6.019.419;11.100.411;
Skukuza Airport;SZK;ZA;SZK;-249.625;31.586.111;
London Southend Airport;SEN;GB;LON;51.572.777;0.701389;
Herat International Airport;HEA;AF;HEA;34.212.696;6.222.599;
Rafha Airport;RAH;SA;RAH;29.623.463;43.488.785;
Tanga Airport;TGT;TZ;TGT;-5.089.444;3.907.028;
Marechal Cunha Machado International Airport;SLZ;BR;SLZ;-2.583.316;-44.236.683;
Mcarthur River Airport;MCV;AU;MCV;-16.466.667;136.095;
Atmautluak Airport;ATT;US;ATT;60.866.943;-1.622.675;
Pleurtuit Airport;DNR;FR;DNR;48.587.776;-2.083.611;
North Peace Regional Airport;YXJ;CA;YXJ;56.247.883;-12.073.437;
Charlottetown Airport;YYG;CA;YYG;46.285.896;-63.131.737;
Valledupar Airport;VUP;CO;VUP;10.436.667;-7.325.278;
Cincinnati/Northern Kentucky Airport;CVG;US;CVG;390.555;-8.466.145;
Poitiers-Biard Airport;PIS;FR;PIS;4.658.611;0.306389;
Merzifon Airport;MZH;TR;MZH;4.088.333;35.533.333;
Asturias Airport;OVD;ES;OVD;4.355.891;-6.032.094;
Mianyang Nanjiao Airport;MIG;CN;MIG;3.143.111;10.473.805;
Meadows Field Airport;BFL;US;BFL;35.429.626;-11.904.533;
Canakkale Airport;CKZ;TR;CKZ;4.013.333;26.4;
Cedar City Airport;CDC;US;CDC;377.025;-11.309.611;
Bushehr Airport;BUZ;IR;BUZ;28.958.284;50.825.424;
Pease Air Force Base;PSM;US;BOS;43.179.585;-7.088.272;
Alta Floresta Airport;AFL;BR;AFL;-9.872.456;-56.104.767;
Gen Fierro Villalobos Airport;CUU;MX;CUU;28.704.048;-10.596.952;
Pantelleria Airport;PNL;IT;PNL;3.681.361;11.966.111;
Cheongju Airport;CJJ;KR;CJJ;367.224;12.749.509;
Dibrugarh Airport;DIB;IN;DIB;27.482.908;95.021.065;
Hoonah Airport;HNH;US;HNH;58.098.057;-13.540.334;
Groznyy Airport;GRV;RU;GRV;43.333.332;45.75;
Quzhou Airport;JUZ;CN;JUZ;28.966.667;118.833.336;
Lakefront Airport;NEW;US;MSY;30.039.444;-90.026.665;
Rankin Inlet Airport;YRT;CA;YRT;6.280.998;-9.210.019;
Bhadrapur Airport;BDP;NP;BDP;26.533.333;88.083.336;
Rudra Mata Airport;BHJ;IN;BHJ;232.875;69.670.555;
Rowriah Airport;JRH;IN;JRH;26.734.484;941.849;
Sainte Catherine Airport;CLY;FR;CLY;4.252.778;8.791.667;
Quesnel Airport;YQZ;CA;YQZ;5.302.667;-12.250.972;
Memphis International Airport;MEM;US;MEM;3.504.458;-8.998.226;
Whitsunday Coast Airport;PPP;AU;PPP;-20.488.922;14.855.194;
Karaganda Airport;KGF;KZ;KGF;4.967.526;7.332.836;
Illizi Airport;VVZ;DZ;VVZ;26.533.333;8.55;
Soyo Airport;SZA;AO;SZA;-6.033.333;12.416.667;
Hokkaido Airport;WKJ;JP;WKJ;4.539.943;1.417.974;
George Airport;GRJ;ZA;GRJ;-3.400.148;22.382.235;
Richards Bay Airport;RCB;ZA;RCB;-28.740.557;32.093.056;
Richards Field;MSS;US;MSS;4.493.778;-74.846.664;
Daviess County Airport;OWB;US;OWB;37.740.833;-8.716.583;
Pilot Station Airport;PQS;US;PQS;61.934.723;-16.289.055;
Kilimanjaro International Airport;JRO;TZ;JRO;-3.424.123;37.065.342;
Cozumel Airport;CZM;MX;CZM;205.112;-86.930.466;
Saga Airport;HSG;JP;HSG;33.153.828;13.030.278;
Sarnia Airport;YZR;CA;YZR;42.997.223;-8.231.111;
Orebro-Bofors Airport;ORB;SE;ORB;59.225.758;15.047.543;
Gen Pesqueira Garcia Airport;HMO;MX;HMO;29.089.905;-111.051.704;
Eren Hot Airport;ERL;CN;ERL;43.426.674;11.209.845;
Montezuma County Airport;CEZ;US;CEZ;37.302.776;-10.862.722;
Delta County Airport;ESC;US;ESC;45.720.554;-8.708.667;
Lubango Airport;SDD;AO;SDD;-14.924.444;13.576.667;
Dryden Regional Airport;YHD;CA;YHD;49.783.333;-92.833.336;
Tuticorin Airport;TCR;IN;TCR;8.716.667;7.803.333;
Kurgan Airport;KRO;RU;KRO;55.433.334;65.3;
Ipoh Airport;IPH;MY;IPH;4.566.944;10.109.583;
Chengdu Shuangliu International Airport;CTU;CN;CTU;30.581.135;1.039.568;
Eastern Oregon Regional Airport;PDT;US;PDT;45.698.334;-11.883.611;
Julius Nyerere International Airport;DAR;TZ;DAR;-6.873.533;3.920.211;
Luxembourg Airport;LUX;LU;LUX;4.963.111;6.209.539;
Ithaca Tompkins Regional Airport;ITH;US;ITH;4.249.034;-7.646.359;
Kisumu Airport;KIS;KE;KIS;-0.084946;347.375;
Capital Region International Airport;LAN;US;LAN;42.774.185;-8.458.958;
Chiang Mai International Airport;CNX;TH;CNX;18.769.573;9.896.841;
Chico Municipal Airport;CIC;US;CIC;39.795.834;-12.185.667;
Sao Paulo/Congonhas Airport;CGH;BR;SAO;-23.626.902;-46.659.557;
Bellegarde Airport;LIG;FR;LIG;4.586.218;1.176.245;
D. Z. Romualdez Airport;TAC;PH;TAC;1.122.684;12.502.592;
Shirahama Airport;SHM;JP;SHM;3.366.139;13.535.806;
Gustavo Diaz Ordaz International Airport;PVR;MX;PVR;20.678.297;-10.524.898;
Iasi Airport;IAS;RO;IAS;47.176.987;27.616.993;
Lakeba Airport;LKB;FJ;LKB;-18.2;179.2;
Plan de Guadalupe International Airport;SLW;MX;SLW;25.55;-100.916.664;
Fort Dodge Airport;FOD;US;FOD;425.525;-9.418.972;
Bramble Airport;MNI;MS;MNI;16.75;-62.233.334;
Cologne Bonn Airport;CGN;DE;CGN;50.878.365;7.122.224;
Kotlas Airport;KSZ;RU;KSZ;61.233.334;46.7;
Kassala Airport;KSL;SD;KSL;15.390.278;3.634.222;
Kyaukpyu Airport;KYP;MM;KYP;19.433.332;9.353.333;
Skiros Airport;SKU;GR;SKU;38.916.668;24.566.668;
Daegu International Airport;TAE;KR;TAE;35.899.254;12.863.788;
Hazret Sultan;HSA;KZ;HSA;4.331.111;6.855.028;
Clayton J. Lloyd International Airport;AXA;AI;AXA;18.216.667;-63.066.666;
Gorno-Altaysk Airport;RGK;RU;RGK;51.969.166;8.583.639;
Marina Di Campo Airport;EBA;IT;EBA;42.766.666;10.283.333;
Kanasi Airport;KJI;CN;KJI;4.822.167;8.699.611;
Baoshan Airport;BSD;CN;BSD;25.055.182;9.916.143;
Yuzhny Airport;TAS;UZ;TAS;41.262.714;6.926.619;
Myrtle Beach International Airport;MYR;US;MYR;33.682.674;-7.892.294;
Marcos A. Gelabert International Airport;PAC;PA;PTY;8.983.333;-7.921.667;
Midland International Airport;MAF;US;MAF;31.937.145;-10.220.817;
E. Beltram Airport;CIJ;BO;CIJ;-11.026.389;-6.875.278;
Termez Airport;TMJ;UZ;TMJ;37.280.502;67.318.954;
Fak Fak Airport;FKQ;ID;FKQ;-2.916.667;132.3;
Lviv International Airport;LWO;UA;LWO;49.816.418;23.955.318;
Hector International Airport;FAR;US;FAR;4.691.953;-9.682.551;
Labasa Airport;LBS;FJ;LBS;-16.466.215;17.933.766;
Praslin Island Airport;PRI;SC;PRI;-4.323.883;55.692.314;
Mo i Rana Airport;MQN;NO;MQN;6.636.465;14.302.748;
Santos Dumont Airport;SDU;BR;RIO;-22.911.541;-43.167.095;
Navegantes Airport;NVT;BR;NVT;-26.866.667;-4.863.333;
King Abdulaziz International Airport;JED;SA;JED;21.670.233;39.150.578;
Prince Mohammad Bin Abdulaziz International Airport;MED;SA;MED;24.544.369;39.698.967;
Esperance Airport;EPR;AU;EPR;-3.368.248;12.183.039;
Juwata International Airport;TRK;ID;TRK;3.327.222;11.756.528;
Capitan de Corbeta Carlos A. Curbelo International Airport;PDP;UY;PDP;-34.914.444;-54.919.167;
Geneina Airport;EGN;SD;EGN;134.875;22.469.444;
Monroe Regional Airport;MLU;US;MLU;3.251.184;-92.043.655;
Sandane Airport;SDN;NO;SDN;61.766.666;6.216.667;
El Tari Airport;KOE;ID;KOE;-10.168.536;12.366.725;
Lincang Airport;LNJ;CN;LNJ;23.744.106;100.026.245;
Luqiao Airport;HYN;CN;HYN;28.558.096;12.141.675;
Touggourt Airport;TGR;DZ;TGR;33.058.334;6.084.722;
Whakatane Airport;WHK;NZ;WHK;-37.924.675;17.691.748;
Gondar Airport;GDQ;ET;GDQ;12.514.444;37.445.557;
Podgorica Airport;TGD;ME;TGD;42.368.023;19.246.023;
Quincy Municipal Airport;UIN;US;UIN;39.944.168;-9.119.722;
Barnstable Municipal Airport;HYA;US;HYA;41.665.833;-70.280.556;
Jixi Airport;JXA;CN;JXA;45.306.084;13.099.675;
Penang International Airport;PEN;MY;PEN;5.292.961;100.265.175;
Virgin Gorda Airport;VIJ;VG;VIJ;1.845.027;-64.427.734;
Jefferson County Airport;BPT;US;BPT;29.950.832;-94.02;
Nelson Airport;NSN;NZ;NSN;-41.299.976;17.322.498;
Lamerd Airport;LFM;IR;LFM;2.737.412;53.190.926;
Tri-State/Milton Airport;HTS;US;HTS;38.366.943;-82.556.114;
Queenstown Airport;ZQN;NZ;ZQN;-45.022.038;1.687.391;
Mae Hong Son Airport;HGN;TH;HGN;1.929.968;9.797.523;
Beltsy Airport;BZY;MD;BZY;47.75;27.933.332;
Tozeur Airport;TOE;TN;TOE;33.916.668;8.133.333;
Basra International Airport;BSR;IQ;BSR;30.555.555;4.779.139;
Gwadar Airport;GWD;PK;GWD;25.230.556;6.233.889;
Maningrida Airport;MNG;AU;MNG;-1.205.492;13.423.227;
Centennial Airport;APA;US;DEN;39.733.334;-10.498.333;
Santa Clara Airport;SNU;CU;SNU;22.491.943;-7.994.194;
Kangiqsualujjuaq Airport;XGR;CA;XGR;58.5;-6.598.333;
Bujumbura International Airport;BJM;BI;BJM;-3.383.333;29.366.667;
V.C. Bird International Airport;ANU;AG;ANU;17.108.334;-6.176.389;
Watertown Airport;ART;US;ART;43.990.833;-76.021.385;
Weeze Airport;NRN;DE;DUS;51.599.285;6.150.168;
Makhachkala Airport;MCX;RU;MCX;4.282.095;4.765.611;
Altamira Airport;ATM;BR;ATM;-3.2;-52.216.667;
Luoyang Beijiao Airport;LYA;CN;LYA;34.736.362;11.238.541;
Paderborn Lippstadt Airport;PAD;DE;PAD;51.610.332;8.619.832;
Naxos Airport;JNX;GR;JNX;37.1;25.383.333;
Koh Samui Airport;USM;TH;USM;9.555.315;1.000.628;
Cad. FAP Guillermo del Castillo Paredes Airport;TPP;PE;TPP;-6.511.111;-7.639.861;
Rajiv Gandhi International Airport;HYD;IN;HYD;17.24;78.428.055;
Hays Municipal Airport;HYS;US;HYS;3.884.611;-9.927.417;
Kalmar Oland Airport;KLR;SE;KLR;56.685;16.287.222;
Metropolitan Oakland International Airport;OAK;US;OAK;3.771.188;-12.221.201;
Capitan FAP Renan Elias Olivera Airport;PIO;PE;PIO;-13.75;-7.621.667;
Alpena County Regional Airport;APN;US;APN;4.508.167;-8.355.583;
Vorkuta Airport;VKT;RU;VKT;6.748.333;63.983.334;
Alor Island Airport;ARD;ID;ARD;-8.683.333;12.453.333;
London Gatwick Airport;LGW;GB;LON;51.156.807;-0.161863;
Nemiscau Airport;YNS;CA;YNS;4.974.167;-7.674.167;
Narita International Airport;NRT;JP;TYO;35.773.212;14.038.744;
Dehong Mangshi Airport;LUM;CN;LUM;2.440.528;985.319;
Nay Pyi Taw Airport;NYT;MM;NYT;196.225;96.201.385;
Holy Cross Airport;HCR;US;HCR;6.218.889;-15.977.167;
Baie-Comeau Airport;YBC;CA;YBC;49.2;-6.826.667;
Ibadan Airport;IBA;NG;IBA;7.431.944;3.911.111;
Fort Lauderdale Executive Airport;FXE;US;FLL;26.066.668;-80.15;
Eugenio M. De Hostos Airport;MAZ;PR;MAZ;18.257.778;-6.714.889;
Gobernador Edgardo Castello Airport;VDM;AR;VDM;-40.85;-63.016.666;
Guglielmo Marconi Airport;BLQ;IT;BLQ;44.529.266;11.293.289;
Cairo International Airport;CAI;EG;CAI;30.120.106;3.140.647;
Loei Airport;LOE;TH;LOE;17.45;10.173.333;
Canal Bajo Airport;ZOS;CL;ZOS;-40.607.777;-7.305.556;
Nyurba Airport;NYR;RU;NYR;63.297.222;11.834.695;
Changle International Airport;FOC;CN;FOC;2.593.123;11.966.923;
Perth Airport;PER;AU;PER;-31.933.603;115.960.236;
Da Nang International Airport;DAD;VN;DAD;16.055.399;10.820.298;
Lahad Datu Airport;LDU;MY;LDU;5.035.278;11.832.611;
Teniente Vidal Airport;BBA;CL;BBA;-45.916.668;-71.695;
Rondonopolis Airport;ROO;BR;ROO;-16.433.332;-54.716.667;
Billings Logan International Airport;BIL;US;BIL;45.803.417;-10.853.723;
Worcester Regional Airport;ORH;US;ORH;4.226.917;-7.187.444;
Christmas Island Airport;XCH;CX;XCH;-10.5;105.666.664;
;KNA;CL;KNA;-33.033.333;-71.566.666;
Yulin Yuyang Airport;UYN;CN;UYN;38.274.155;10.973.038;
Yangon International Airport;RGN;MM;RGN;16.900.068;96.134.155;
Navoi Airport;NVI;UZ;NVI;40.115;65.159.164;
Kigali International Airport;KGL;RW;KGL;-1.963.042;30.135.014;
Nanchong Airport;NAO;CN;NAO;30.8;106.066.666;
Fukuoka Airport;FUK;JP;FUK;33.584.286;1.304.439;
Lawas Airport;LWY;MY;LWY;4.916.667;115.416.664;
Toksook Bay Airport;OOK;US;OOK;60.531.944;-16.510.834;
Saint John Airport;YSJ;CA;YSJ;4.532.948;-658.902;
Orlando Sanford International Airport;SFB;US;ORL;28.775.118;-812.432;
Thessaloniki International Airport;SKG;GR;SKG;40.520.832;22.972.221;
Halifax Stanfield International Airport;YHZ;CA;YHZ;4.488.496;-6.351.425;
Yichang Sanxia Airport;YIH;CN;YIH;30.549.934;111.478.935;
Corpus Christi International Airport;CRP;US;CRP;27.774.813;-9.750.249;
Quad City International Airport;MLI;US;MLI;41.453.896;-9.050.611;
Kaltag Airport;KAL;US;KAL;64.321.945;-15.873.611;
Moranbah Airport;MOV;AU;MOV;-2.206.057;14.807.442;
Strasbourg Airport;SXB;FR;SXB;48.544.876;7.627.674;
Kapuskasing Airport;YYU;CA;YYU;494.125;-8.247.083;
Buckland Airport;BKC;US;BKC;6.597.889;-16.112.666;
Liancheng Airport;LCX;CN;LCX;25.675.556;11.674.556;
Rutland Airport;RUT;US;RUT;43.529.446;-7.294.833;
Wunnummin Lake Airport;WNN;CA;WNN;52.916.668;-89.166.664;
Faro Airport;FAO;PT;FAO;37.020.645;-7.968.545;
Washington Dulles International Airport;IAD;US;WAS;3.895.315;-7.744.774;
Lungi International Airport;FNA;SL;FNA;86.175;-13.196.944;
Toledo Express Airport;TOL;US;TOL;415.925;-838.069;
Shakhtyorsk Airport;EKS;RU;EKS;49.190.735;1.420.777;
Sundsvall-Timra Airport;SDL;SE;SDL;6.252.165;17.438.147;
Turukhansk Airport;THX;RU;THX;6.579.722;8.793.528;
Sukhothai Airport;THS;TH;THS;17.223.057;9.982.222;
Nizhny Novgorod International Airport;GOJ;RU;GOJ;56.218.613;43.789.764;
Bartolomeu Lisandro Airport;CAW;BR;CAW;-21.75;-41.3;
Cleveland Hopkins International Airport;CLE;US;CLE;41.410.854;-8.183.821;
Belo Horizonte Airport;PLU;BR;BHZ;-19.75;-43.75;
Wanganui Airport;WAG;NZ;WAG;-39.960.922;17.502.444;
Detroit Metropolitan Wayne County Airport;DTW;US;DTT;4.220.781;-8.335.605;
Mirnyj Airport;MJZ;RU;MJZ;62.533.333;11.403.333;
Qingyang Airport;IQN;CN;IQN;358.001;1.076.044;
Mallam Aminu Kano International Airport;KAN;NG;KAN;12.045.549;8.522.271;
Shungnak Airport;SHG;US;SHG;66.889.725;-15.715.778;
Armidale Airport;ARM;AU;ARM;-30.532.297;15.161.493;
Coronel Horacio de Mattos Airport;LEC;BR;LEC;-12.48;-41.281.113;
Quebec City Jean Lesage International Airport;YQB;CA;YQB;46.792.038;-71.383.385;
Arutua Airport;AXR;PF;AXR;-15.25;-146.75;
Jay Prakash Narayan International Airport;PAT;IN;PAT;2.559.489;8.509.067;
Andenes Airport;ANX;NO;ANX;6.930.492;16.133.326;
Ford Airport;IMT;US;IMT;45.815.556;-8.811.417;
Pichoy Airport;ZAL;CL;ZAL;-39.791.668;-7.323.944;
Amsterdam Airport Schiphol;AMS;NL;AMS;5.230.907;4.763.385;
Virac Airport;VRC;PH;VRC;13.583.333;124.2;
Falcone-Borsellino Airport;PMO;IT;PMO;38.186.523;13.104.779;
Yushu Batang Airport;YUS;CN;YUS;328.399;970.379;
Demokritos Airport;AXD;GR;AXD;40.856.785;25.944.893;
Alghero-Fertilia Airport;AHO;IT;AHO;40.630.405;8.295.891;
In Amenas Airport;IAM;DZ;IAM;28.051.111;9.638.056;
Porto Santo Airport;PXO;PT;PXO;33.070.023;-16.345.015;
Izumo Airport;IZO;JP;IZO;3.541.485;13.288.576;
Araxa Airport;AAX;BR;AAX;-19.568.056;-4.692.917;
Hagi-Iwami Airport;IWJ;JP;IWJ;34.676.388;13.179.028;
Petropavlovsk Airport;PPK;KZ;PPK;54.783.333;69.183.334;
Santo Pekoa International Airport;SON;VU;SON;-15.508.251;16.721.873;
Williams Lake Airport;YWL;CA;YWL;52.184.723;-12.204.444;
Palonegro International Airport;BGA;CO;BGA;7.128.045;-731.814;
Kokshetau Airport;KOV;KZ;KOV;53.316.666;69.4;
Tabriz Airport;TBZ;IR;TBZ;3.812.285;46.244.274;
Sibu Airport;SBW;MY;SBW;2.254.997;11.198.657;
Kalskag Municipal Airport;KLG;US;KLG;6.153.258;-1.603.465;
King Khaled International Airport;RUH;SA;RUH;2.495.929;46.702.877;
Chinggis Khaan International Airport;UBN;MN;ULN;47.649.033;10.681.965;
Changbaishan Airport;NBS;CN;NBS;42.083.332;127.6;
Yellowstone Airport;WYS;US;WYS;4.468.667;-11.110.472;
Moshoeshoe International Airport;MSU;LS;MSU;-2.930.139;27.505.556;
Jiamusi Airport;JMU;CN;JMU;46.845.394;13.045.541;
Cambria County Airport;JST;US;JST;40.316.666;-7.883.444;
Jose Marti International Airport;HAV;CU;HAV;2.299.845;-8.240.818;
Molde Airport; Aro;MOL;NO;MOL;62.747.303;airport
Flying Cloud Airport;FCM;US;MSP;44.983.334;-9.326.667;
Dodge City Municipal Airport;DDC;US;DDC;37.761.665;-99.965;
Viru Viru International Airport;VVI;BO;SRZ;-17.648.233;-63.140.488;
Mbeya Airport;MBI;TZ;MBI;-8.914.722;33.461.945;
Kalibo International Airport;KLO;PH;KLO;11.687.152;12.238.183;
Eduardo Gomes International Airport;MAO;BR;MAO;-3.031.327;-60.046.093;
Mikonos Airport;JMK;GR;JMK;3.743.611;25.344.444;
Blaise Diagne International Airport;DSS;SN;DKR;14.671.111;-17.066.944;
Fort Smith Regional Airport;FSM;US;FSM;3.534.124;-943.589;
Rio Gallegos Internacional Airport;RGL;AR;RGL;-5.161.667;-6.928.333;
Tontouta Airport;NOU;NC;NOU;-2.201.639;16.621.611;
New Haven Airport;HVN;US;HVN;41.265.278;-72.888.336;
Island Lake Airport;YIV;CA;YIV;54.2;-9.478.333;
Khanty-Mansiysk Airport;HMA;RU;HMA;6.102.613;6.909.714;
Alta Airport;ALF;NO;ALF;69.977.165;23.355.808;
Noumerate Airport;GHA;DZ;GHA;3.238.222;3.800.556;
Calbayog Airport;CYP;PH;CYP;12.075.833;12.454.305;
Jining Airport;JNG;CN;JNG;35.416.668;11.653.333;
Jouf Airport;AJF;SA;AJF;29.788.668;40.101.486;
Qaarsut Airport;JQA;GL;JQA;7.073.194;-52.702.778;
Raleigh-Durham International Airport;RDU;US;RDU;35.873.592;-7.879.086;
Trenton-Mercer Airport;TTN;US;PHL;40.278.057;-748.125;
Houari Boumediene Airport;ALG;DZ;ALG;3.670.058;321.167;
Arusha Airport;ARK;TZ;ARK;-3.366.667;36.683.334;
Eagle County Airport;EGE;US;EGE;3.963.988;-10.691.347;
Chisholm Airport;HIB;US;HIB;4.738.861;-9.283.861;
Kangirsuk Airport;YKG;CA;YKG;60.023.083;-700.046;
Kangiqsujuaq Airport;YWB;CA;YWB;61.6;-71.95;
Schefferville Airport;YKL;CA;YKL;54.783.333;-64.816.666;
Ganja Airport;GNJ;AZ;GNJ;40.733.334;46.316.666;
E Cortissoz Airport;BAQ;CO;BAQ;10.886.398;-7.477.618;
Westerland - Sylt Airport;GWT;DE;GWT;5.491.528;8.343.056;
Lynden Pindling International Airport;NAS;BS;NAS;25.048.223;-77.463.776;
Bathurst Airport;ZBF;CA;ZBF;47.629.166;-6.573.944;
Kassel-Calden Airport;KSF;DE;KSF;51.415.855;9.380.858;
Ninoy Aquino International Airport;MNL;PH;MNL;14.509.602;12.101.251;
Bram Fischer International Airport;BFN;ZA;BFN;-29.095.854;26.297.516;
Guanajuato International Airport;BJX;MX;BJX;20.985.699;-101.479;
Luis Munoz Marin International Airport;SJU;PR;SJU;18.437.403;-66.004.684;
Napaskiak Sea Plane Base;PKA;US;PKA;60.710.835;-16.175.806;
Baotou Airport;BAV;CN;BAV;40.563.328;1.100.009;
Sorong Airport;SOQ;ID;SOQ;-0.890214;13.129.059;
Tambolaka Airport;TMC;ID;TMC;-9.340.278;11.918.306;
Don Mueang International Airport;DMK;TH;BKK;139.125;10.060.667;
Beloyarsky Airport;EYK;RU;EYK;63.696.682;6.670.121;
Rodriguez Ballon International Airport;AQP;PE;AQP;-16.344.812;-7.156.799;
Kastellorizo Airport;KZS;GR;KZS;36.083.332;29.333.332;
Hooper Bay Airport;HPB;US;HPB;61.525.078;-16.614.586;
Wilmington International Airport;ILM;US;ILM;3.426.705;-7.791.063;
Sultan Abdul Aziz Shah Airport;SZB;MY;KUL;3.130.644;101.558.075;
Komatsu Airport;KMQ;JP;KMQ;3.640.237;13.641.342;
Usinsk Airport;USK;RU;USK;65.95;57.4;
Francisco Sarabia International Airport;TRC;MX;TRC;25.563.066;-10.339.874;
Dubai World Central - Al Maktoum International Airport;DWC;AE;DXB;24.918.056;55.175.278;
Santa Fe Airport;SFN;AR;SFN;-31.716.667;-60.816.666;
Taiyuan Wusu International Airport;TYN;CN;TYN;37.754.997;11.262.585;
Okushiri Airport;OIR;JP;OIR;42.166.668;13.951.666;
Huanuco Airport;HUU;PE;HUU;-9.866.667;-7.621.667;
Northwest Alabama Regional Airport;MSL;US;MSL;3.474.861;-8.761.611;
Tainan Airport;TNN;TW;TNN;22.948.706;12.021.571;
A.N.R. Robinson International Airport;TAB;TT;TAB;11.152.541;-60.839.684;
Tallinn Airport;TLL;EE;TLL;59.416.622;24.798.702;
Daocheng Yading Airport;DCY;CN;DCY;29.323.055;10.005.333;
Mendi Airport;MDU;PG;MDU;-6.158.611;143.65;
Orcas Island Airport;ESD;US;ESD;48.708.332;-1.229.125;
Tan Tan Airport;TTA;MA;TTA;28.45;-11.083.333;
Langtou Airport;DDG;CN;DDG;40.032.368;12.428.081;
Fagali I Airport;FGI;WS;APW;-13.833.333;-17.173.334;
Palmerston North Airport;PMR;NZ;PMR;-40.323.532;17.562.126;
Comoro Airport;DIL;TL;DIL;-8.549.616;125.525;
Abraham Gonzalez International Airport;CJS;MX;CJS;3.163.593;-1.064.361;
Turaif Airport;TUI;SA;TUI;3.168.873;3.873.383;
Almaty Airport;ALA;KZ;ALA;43.346.653;7.701.145;
Benin City Airport;BNI;NG;BNI;6.316.943;5.603.863;
Canefield Airport;DCF;DM;DOM;15.5;-61.333.332;
Flin Flon Airport;YFO;CA;YFO;54.683.334;-101.683.334;
Nursultan (Astana) International Airport;NQZ;KZ;NQZ;5.102.781;714.612;
Sharm El Sheikh Airport;SSH;EG;SSH;27.979.357;34.385.254;
Honiara International Airport;HIR;SB;HIR;-9.428.592;16.004.819;
San Sebastian Airport;EAS;ES;EAS;433.564;-1.793.538;
Zhangjiakou Ningyuan Airport;ZQZ;CN;ZQZ;4.073.861;114.930.275;
Jamestown Airport;JMS;US;JMS;46.93;-9.867.833;
Austin-Bergstrom International Airport;AUS;US;AUS;30.202.545;-9.766.706;
Nogliki Airport;NGK;RU;NGK;51.8;14.316.667;
Berens River Airport;YBV;CA;YBV;52.355.556;-9.701.667;
Jinchuan Airport;JIC;CN;JIC;38.541.943;10.234.861;
San Luis Airport;LUQ;AR;LUQ;-33.274.445;-6.635.861;
Magnitogorsk Airport;MQF;RU;MQF;53.45;59.066.666;
Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport;COR;AR;COR;-3.131.548;-6.421.377;
Turpan Jiaohe Airport;TLQ;CN;TLQ;4.302.575;89.104.675;
Huslia Airport;HSL;US;HSL;657.025;-156.375;
Graz Airport;GRZ;AT;GRZ;46.994.125;15.444.928;
Surat Thani Airport;URT;TH;URT;9.133.865;99.143.196;
Dr Gastao Vidigal Airport;MII;BR;MII;-22.2;-49.933.334;
Roshchino International Airport;TJM;RU;TJM;57.181.828;6.535.024;
Severo-Evensk Airport;SWV;RU;SWV;61.924.442;15.923.111;
Shenzhen Bao'an International Airport;SZX;CN;SZX;22.639.444;11.381.084;
H. Hasan Aroeboesman Airport;ENE;ID;ENE;-8.833.333;121.65;
Qaanaaq Airport;NAQ;GL;NAQ;7.748.564;-6.937.486;
Hengyang Nanyue Airport;HNY;CN;HNY;26.85;112.5;
Cabinda Airport;CAB;AO;CAB;-5.583.333;12.2;
Vernal Regional Airport;VEL;US;VEL;4.043.889;-10.951.028;
Dresden International Airport;DRS;DE;DRS;51.124.332;13.766.082;
Kugluktuk Airport;YCO;CA;YCO;67.833.336;-115.083.336;
Yazd Airport;AZD;IR;AZD;31.903.603;54.283.264;
Supadio International Airport;PNK;ID;PNK;-0.14735;10.940.533;
Carcassonne Airport;CCF;FR;CCF;43.216.667;2.316.667;
Riverton Airport;RIW;US;RIW;43.064.445;-10.845.695;
Santa Cruz Airport;FLW;PT;FLW;39.466.667;-31.15;
Merced Municipal Airport;MCE;US;MCE;3.728.472;-12.051.278;
Pinto Martins Airport;FOR;BR;FOR;-3.779.073;-38.540.836;
Hiva Oa Airport;AUQ;PF;AUQ;-9.769.324;-13.900.978;
Wolf Point International Airport;OLF;US;OLF;48.094.723;-10.556.639;
Keng Tung Airport;KET;MM;KET;21.3;9.961.667;
Kushiro Airport;KUH;JP;KUH;4.304.565;14.419.682;
Coca Airport;OCC;EC;OCC;-0.462171;-7.698.596;
Yemelyanovo Airport;KJA;RU;KJA;5.618.113;9.248.286;
Mashhad International Airport;MHD;IR;MHD;36.227.173;5.964.165;
Logan International Airport;BOS;US;BOS;4.236.646;-7.102.018;
Banak Airport;LKL;NO;LKL;7.006.778;24.973.612;
Kavieng Airport;KVG;PG;KVG;-258.075;15.080.653;
Tamworth Airport;TMW;AU;TMW;-310.845;1.508.485;
Haifa Airport;HFA;IL;HFA;3.281.182;3.504.018;
Bardufoss Airport;BDU;NO;BDU;69.056.114;18.54;
Sultan Hasanuddin International Airport;UPG;ID;UPG;-5.058.312;11.954.589;
Suvarnabhumi Airport;BKK;TH;BKK;13.693.062;100.752.045;
El Carano Airport;UIB;CO;UIB;5.690.556;-76.641.945;
